file_id,file_path,detection_id,detection_start_s,detection_end_s,presence_label,species_name,detection_probability,recorder_id,date_time,high_freq,low_freq,_source_csv,file_path_original
00030_myotis_bechsteinii_0_1.0.wav,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav,00030_myotis_bechsteinii_0_1.0.wav:0.002-0.008,0.0015,0.0081,present,Myotis bechsteinii,0.475,,,76931,27187,demo_data,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav
00030_myotis_bechsteinii_0_1.0.wav,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav,00030_myotis_bechsteinii_0_1.0.wav:0.210-0.217,0.2105,0.2169,present,Myotis bechsteinii,0.613,,,74116,25468,demo_data,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav
00030_myotis_bechsteinii_0_1.0.wav,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav,00030_myotis_bechsteinii_0_1.0.wav:0.398-0.404,0.3975,0.4036,present,Myotis bechsteinii,0.451,,,75351,27187,demo_data,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav
00030_myotis_bechsteinii_0_1.0.wav,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav,00030_myotis_bechsteinii_0_1.0.wav:0.514-0.520,0.5145,0.5199,present,Myotis bechsteinii,0.387,,,84483,25468,demo_data,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav
00030_myotis_bechsteinii_0_1.0.wav,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav,00030_myotis_bechsteinii_0_1.0.wav:0.620-0.624,0.6195,0.6236,present,Myotis bechsteinii,0.519,,,68417,33203,demo_data,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav
00030_myotis_bechsteinii_0_1.0.wav,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav,00030_myotis_bechsteinii_0_1.0.wav:0.718-0.722,0.7175,0.7221,present,Myotis bechsteinii,0.381,,,78551,28046,demo_data,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav
00030_myotis_bechsteinii_0_1.0.wav,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav,00030_myotis_bechsteinii_0_1.0.wav:0.718-0.721,0.7175,0.7214,present,Myotis bechsteinii,0.441,,,63896,34921,demo_data,data_raw/audio/00030_myotis_bechsteinii_0_1.0.wav
00006_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav,00006_barbastellus_barbastellus_0_1.0.wav:0.157-0.163,0.1565,0.1625,present,Barbastellus barbastellus,0.384,,,43198,31484,demo_data,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav
00006_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav,00006_barbastellus_barbastellus_0_1.0.wav:0.499-0.504,0.4995,0.5042,present,Barbastellus barbastellus,0.663,,,39537,31484,demo_data,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav
00006_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav,00006_barbastellus_barbastellus_0_1.0.wav:0.631-0.637,0.6315,0.6372,present,Barbastellus barbastellus,0.431,,,41523,32343,demo_data,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav
00006_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav,00006_barbastellus_barbastellus_0_1.0.wav:0.719-0.723,0.7185,0.7225,present,Barbastellus barbastellus,0.565,,,38831,29765,demo_data,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav
00006_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav,00006_barbastellus_barbastellus_0_1.0.wav:0.747-0.752,0.7465,0.7519,present,Barbastellus barbastellus,0.586,,,40655,31484,demo_data,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav
00006_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav,00006_barbastellus_barbastellus_0_1.0.wav:0.860-0.864,0.8595,0.8643,present,Barbastellus barbastellus,0.704,,,42494,32343,demo_data,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav
00006_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav,00006_barbastellus_barbastellus_0_1.0.wav:0.932-0.937,0.9325,0.9367,present,Barbastellus barbastellus,0.701,,,39418,30625,demo_data,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav
00006_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav,00006_barbastellus_barbastellus_0_1.0.wav:0.959-0.964,0.9585,0.9635,present,Eptesicus serotinus,0.643,,,43196,30625,demo_data,data_raw/audio/00006_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.121-0.127,0.1215,0.1271,present,Barbastellus barbastellus,0.239,,,36985,32343,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.180-0.186,0.1805,0.1857,present,Barbastellus barbastellus,0.581,,,38626,31484,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.240-0.246,0.2405,0.2457,present,Barbastellus barbastellus,0.344,,,42641,35781,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.297-0.302,0.2975,0.3024,present,Barbastellus barbastellus,0.751,,,39309,30625,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.397-0.401,0.3965,0.4012,present,Barbastellus barbastellus,0.764,,,39211,29765,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.444-0.448,0.4435,0.4481,present,Barbastellus barbastellus,0.592,,,44931,36640,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.499-0.505,0.4995,0.5046,present,Barbastellus barbastellus,0.748,,,39170,29765,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.548-0.553,0.5485,0.5535,present,Barbastellus barbastellus,0.474,,,46934,39218,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.614-0.618,0.6135,0.6177,present,Barbastellus barbastellus,0.772,,,39032,30625,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.665-0.671,0.6655,0.6706,present,Barbastellus barbastellus,0.441,,,48589,40937,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.722-0.726,0.7215,0.7259,present,Barbastellus barbastellus,0.749,,,38927,29765,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.824-0.828,0.8235,0.8282,present,Barbastellus barbastellus,0.809,,,39154,29765,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.921-0.926,0.9215,0.9263,present,Barbastellus barbastellus,0.797,,,39077,29765,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00007_barbastellus_barbastellus_0_1.0.wav,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav,00007_barbastellus_barbastellus_0_1.0.wav:0.975-0.980,0.9745,0.9796,present,Barbastellus barbastellus,0.229,,,49407,40937,demo_data,data_raw/audio/00007_barbastellus_barbastellus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.082-0.088,0.0815,0.0877,present,Pipistrellus pygmaeus,0.798,,,62056,53828,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.157-0.162,0.1565,0.162,present,Pipistrellus pygmaeus,0.805,,,69465,57265,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.203-0.209,0.2035,0.2094,present,Pipistrellus pygmaeus,0.726,,,69992,57265,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.253-0.258,0.2525,0.2575,present,Pipistrellus pygmaeus,0.723,,,67131,57265,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.293-0.299,0.2935,0.2989,present,Pipistrellus pygmaeus,0.67,,,68059,57265,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.339-0.344,0.3385,0.3435,present,Pipistrellus pygmaeus,0.298,,,64706,58984,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.609-0.615,0.6085,0.6147,present,Pipistrellus pipistrellus,0.539,,,51932,46953,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.650-0.656,0.6505,0.6558,present,Pipistrellus pygmaeus,0.762,,,66358,55546,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.704-0.708,0.7035,0.7083,present,Pipistrellus pipistrellus,0.593,,,55054,46953,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.725-0.730,0.7245,0.7298,present,Pipistrellus pygmaeus,0.774,,,66383,55546,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.799-0.805,0.7995,0.805,present,Pipistrellus pipistrellus,0.511,,,52731,46953,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.822-0.828,0.8215,0.8275,present,Pipistrellus pygmaeus,0.806,,,72015,56406,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.865-0.888,0.8645,0.8878,present,Nyctalus noctula,0.263,,,21223,17734,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.944-0.948,0.9435,0.948,present,Pipistrellus pygmaeus,0.798,,,70542,56406,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00260_pipistrellus_pygmaeus_0_1.0.wav,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav,00260_pipistrellus_pygmaeus_0_1.0.wav:0.970-0.976,0.9695,0.9756,present,Pipistrellus pipistrellus,0.633,,,52022,46953,demo_data,data_raw/audio/00260_pipistrellus_pygmaeus_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.002-0.027,0.0015,0.0274,present,Rhinolophus ferrumequinum,0.286,,,84627,67578,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.034-0.089,0.0335,0.0889,present,Rhinolophus ferrumequinum,0.801,,,85023,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.121-0.169,0.1215,0.1691,present,Rhinolophus ferrumequinum,0.791,,,84136,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.134-0.166,0.1335,0.1658,present,Rhinolophus ferrumequinum,0.306,,,82280,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.144-0.171,0.1445,0.1708,present,Rhinolophus ferrumequinum,0.333,,,85756,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.169-0.194,0.1685,0.1943,present,Rhinolophus ferrumequinum,0.506,,,83896,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.182-0.225,0.1825,0.2251,present,Rhinolophus ferrumequinum,0.679,,,83856,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.211-0.241,0.2115,0.2409,present,Rhinolophus ferrumequinum,0.217,,,84200,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.230-0.258,0.2295,0.2577,present,Rhinolophus ferrumequinum,0.516,,,83604,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.252-0.280,0.2515,0.2799,present,Rhinolophus ferrumequinum,0.233,,,83424,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.263-0.303,0.2625,0.3026,present,Rhinolophus ferrumequinum,0.551,,,83723,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.277-0.325,0.2765,0.3249,present,Rhinolophus ferrumequinum,0.649,,,83944,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.284-0.324,0.2845,0.3236,present,Rhinolophus ferrumequinum,0.241,,,83895,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.292-0.324,0.2925,0.3239,present,Rhinolophus ferrumequinum,0.241,,,85021,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.320-0.343,0.3195,0.3427,present,Rhinolophus ferrumequinum,0.359,,,85415,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.339-0.367,0.3385,0.3667,present,Rhinolophus ferrumequinum,0.406,,,84234,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.354-0.397,0.3545,0.3974,present,Rhinolophus ferrumequinum,0.575,,,83694,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.367-0.401,0.3675,0.4007,present,Rhinolophus ferrumequinum,0.432,,,84590,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.397-0.426,0.3965,0.4261,present,Rhinolophus ferrumequinum,0.657,,,82949,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.427-0.453,0.4275,0.4526,present,Rhinolophus ferrumequinum,0.205,,,82281,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.452-0.487,0.4515,0.4869,present,Rhinolophus ferrumequinum,0.655,,,83304,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.464-0.494,0.4635,0.4939,present,Rhinolophus ferrumequinum,0.273,,,83702,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.493-0.523,0.4935,0.5231,present,Rhinolophus ferrumequinum,0.432,,,83672,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.542-0.585,0.5425,0.585,present,Rhinolophus ferrumequinum,0.773,,,83302,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.575-0.597,0.5745,0.5973,present,Rhinolophus ferrumequinum,0.73,,,82465,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.621-0.664,0.6205,0.6636,present,Rhinolophus ferrumequinum,0.742,,,83655,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.650-0.675,0.6505,0.6751,present,Rhinolophus ferrumequinum,0.598,,,83456,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.680-0.703,0.6805,0.7033,present,Rhinolophus ferrumequinum,0.639,,,82972,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.698-0.733,0.6975,0.7325,present,Rhinolophus ferrumequinum,0.275,,,84545,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.720-0.772,0.7195,0.7724,present,Rhinolophus ferrumequinum,0.737,,,84532,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.750-0.774,0.7495,0.7738,present,Rhinolophus ferrumequinum,0.712,,,82695,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.759-0.785,0.7595,0.7851,present,Rhinolophus ferrumequinum,0.212,,,82773,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.815-0.862,0.8145,0.8622,present,Rhinolophus ferrumequinum,0.691,,,84146,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.832-0.865,0.8315,0.8646,present,Rhinolophus ferrumequinum,0.263,,,83980,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.853-0.879,0.8525,0.8795,present,Rhinolophus ferrumequinum,0.617,,,82984,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.892-0.916,0.8925,0.916,present,Rhinolophus ferrumequinum,0.415,,,83822,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.913-0.959,0.9135,0.9587,present,Rhinolophus ferrumequinum,0.676,,,83192,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
00108_rhinolophus_ferrumequinum_0_1.0.wav,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav,00108_rhinolophus_ferrumequinum_0_1.0.wav:0.971-0.997,0.9705,0.9973,present,Rhinolophus ferrumequinum,0.279,,,83694,68437,demo_data,data_raw/audio/00108_rhinolophus_ferrumequinum_0_1.0.wav
